"","fecha","temperatura","humedad_relativa","velocidad_viento","lluvia","irradiacion","evotranspiracion"
"666","27/10/2016",26.18,87.42,0,6.09,228.21,3.58
"667","28/10/2016",25.35,92.46,0,0.25,135.08,2.14
"668","29/10/2016",25.07,92.79,0,10.15,148.42,2.37
"669","30/10/2016",25.33,92.29,0,4.07,141.58,2.5
"670","31/10/2016",26.11,90.83,0,9.14,189.46,3.07
"671","1/11/2016",24.97,93.21,0,22.33,130.08,2.17
"672","2/11/2016",25,93.43,0,0.5,164.43,2.43
"673","3/11/2016",25.96,91.29,0,0,205.54,3.31
"674","4/11/2016",26.43,90.96,0,14.73,147.96,2.59
"675","5/11/2016",26.27,84.54,1.67,11.68,183.08,3.27
"676","6/11/2016",26.67,78.38,0.93,0,220.42,3.96
"677","7/11/2016",26.53,78.25,0.2,0,246.58,4.16
"678","8/11/2016",26.1,83,0,7.1,245.04,4.03
"679","9/11/2016",25.81,89.08,0,0.25,233.29,3.66
"680","10/11/2016",26.36,87.04,0.67,0,111.79,2.14
"681","11/11/2016",25.7,88.63,0.47,18.03,130.58,2.25
"682","12/11/2016",25.95,86.04,0.8,0,168.13,2.91
"683","13/11/2016",25.93,85.96,0.13,0,168.75,2.78
"684","14/11/2016",25.36,91.13,0,4.57,138.5,2.15
"685","15/11/2016",25.43,89.5,0,3.3,200.08,3.15
"686","16/11/2016",25.68,89.5,0,4.31,190.63,3.07
"687","17/11/2016",26.04,83.17,0.13,0.25,235.67,3.86
"688","18/11/2016",24.47,94.08,0,7.1,100.96,1.61
"689","19/11/2016",25.53,90.38,0,2.54,130.13,2.08
"690","20/11/2016",25.43,84.79,0,0,213.13,3.44
"691","21/11/2016",24.6,75.75,0.53,0,205.42,3.5
"692","22/11/2016",24.59,76.75,0.4,0,244.67,4.06
"693","23/11/2016",23.56,90.96,0,1.02,106.04,1.66
"694","24/11/2016",23.2,97.08,0.13,100.83,34.96,0.52
"695","25/11/2016",25.6,91.38,0,2.53,178.71,2.89
"696","26/11/2016",25.81,92.92,0,2.02,124.29,2.13
"697","27/11/2016",25.4,92.25,0,0.5,126.25,1.96
"698","28/11/2016",25.29,89.17,0.13,0,122.83,2.06
"699","29/11/2016",26.13,88.29,0.2,2.02,184.38,3.07
"700","30/11/2016",25.18,93.42,0,0,92.54,1.51
"701","1/12/2016",26.03,83.96,1.13,0.25,210.42,3.65
"702","2/12/2016",26.25,79.71,1.33,0,230,3.99
"703","3/12/2016",26.04,82.88,0,0,194.08,3.38
"704","4/12/2016",23.81,96.54,0,67.56,47.58,0.75
"705","5/12/2016",25.17,91.63,0,4.82,162.33,2.67
"706","6/12/2016",26.27,84.79,0.6,0,211.33,3.5
"707","7/12/2016",25.91,82.13,1.33,0.25,212.25,3.53
"708","8/12/2016",25.36,83.58,2.87,0,177.83,3.3
"709","9/12/2016",26.55,78.33,2.6,0.25,177.5,3.26
"710","10/12/2016",25.78,79,1.33,1.02,133.25,2.58
"711","11/12/2016",24.16,92.75,0,1.76,79.58,1.26
"712","12/12/2016",23.92,95.71,0,5.32,79.38,1.21
"713","13/12/2016",25.25,90,0.13,0.25,144.79,2.43
"714","14/12/2016",26.02,84.5,0.2,0,129.21,2.3
"715","15/12/2016",27.16,76.46,0.8,0.51,207.29,3.57
"716","16/12/2016",27.25,74.42,1.2,1.02,222.04,3.94
"717","17/12/2016",26.49,78.67,0.2,1.52,142.21,2.81
"718","18/12/2016",27.38,73.79,0.8,0,238.46,4.19
"719","19/12/2016",26.63,76.33,0.47,0,113.04,2.38
"720","20/12/2016",26.05,79.96,0.8,1.01,144.13,2.73
"721","21/12/2016",24.88,83.67,1.67,2.54,84.63,1.69
"722","22/12/2016",26.78,71.79,3.47,0,230.29,4.35
"723","23/12/2016",25.52,78.63,0.73,0,176.71,3.39
"724","24/12/2016",26.37,77.25,0.47,0,233.75,3.88
"725","25/12/2016",26.88,76.71,0.33,1.02,219.96,3.85
"726","26/12/2016",26.84,76.88,0.27,4.31,185.17,3.3
"727","27/12/2016",27.27,72.08,4.6,0,214.17,4.13
"728","28/12/2016",26.39,75.71,0.67,3.3,147.63,2.94
"729","29/12/2016",26.64,72.33,0.67,0,225.13,3.92
"730","30/12/2016",25.77,73.83,1.13,0,179.21,3.28
"731","31/12/2016",25.95,74.29,1,0,150.67,2.86
"732","1/1/2017",26.74,73.42,1.07,0,173.42,3.32
"733","2/1/2017",27.73,70.13,1,0,228.71,4.11
"734","3/1/2017",26.55,73.17,1.47,2.28,229.75,4.22
"735","4/1/2017",26.76,71.13,2.13,0,235.21,4.41
"736","5/1/2017",26.15,75.58,2.13,0,229.67,4.09
"737","6/1/2017",26.6,72.96,1.27,0,205.25,3.71
"738","7/1/2017",25.8,76.13,3.95,0,191.25,3.79
"739","8/1/2017",26.83,71.29,3.14,0.25,141.79,3.24
"740","9/1/2017",25.99,72.04,4.2,0,160,3.48
"741","10/1/2017",26.32,68.38,4.69,0,237.63,4.63
"742","11/1/2017",25.97,72.5,2.61,0,200.42,3.91
"743","12/1/2017",26.14,74.21,1,0,188.63,3.48
"744","13/1/2017",26.28,73.58,1.27,2.29,191.96,3.53
"745","14/1/2017",26.38,65.38,3.14,0,240.38,4.62
"746","15/1/2017",26,70.08,2.14,0,231.04,4.2
"747","16/1/2017",26.65,68.17,1.33,0,234.29,4.11
"748","17/1/2017",26.65,70.21,1.2,0,250.54,4.59
"749","18/1/2017",27.19,65.46,1.33,0,245.79,4.57
"750","19/1/2017",26.83,69.29,0.6,0,251.96,4.34
"751","20/1/2017",25.5,79.79,0,0,247.38,4.05
"752","21/1/2017",25.51,83.17,0,0,228.25,3.71
"753","22/1/2017",24.75,80.04,0,0,246,3.91
"754","23/1/2017",23.74,80.54,0,2.28,249.42,4
"755","24/1/2017",25.07,75.67,0.33,0,249.21,4.2
"756","25/1/2017",25.28,71.33,1.67,0,250.13,4.46
"757","26/1/2017",26.07,67.04,1.27,0,252.5,4.63
"758","27/1/2017",26.65,70.92,1.2,0,226.92,4.02
"759","28/1/2017",28,63.5,3.95,0,250.04,5.16
"760","29/1/2017",27.45,63.5,3.95,0,246.08,5
"761","30/1/2017",27.23,62.96,4.96,0,245.54,5.12
"762","31/1/2017",26.92,67.71,3,0,250.33,4.81
"763","1/2/2017",27.66,66.29,2,0,239.58,4.42
"764","2/2/2017",27.45,64.25,2.4,0,252.17,4.87
"765","3/2/2017",27.42,63.79,1.4,0,253.33,4.61
"766","4/2/2017",27.69,63.67,0.6,0,250.54,4.52
"767","5/2/2017",28.33,64.25,0.2,0,247.96,4.49
"768","6/2/2017",28.37,63.42,0.13,0,251.79,4.51
"769","7/2/2017",28.5,62.21,0,0,251.42,4.5
"770","8/2/2017",28.32,62.17,0,0,250,4.5
"771","9/2/2017",28.44,65.67,0,0,253.88,4.53
"772","10/2/2017",28.25,62.79,0.07,0,213.33,4.04
"773","11/2/2017",27.85,59.13,0,0,265.29,4.6
"774","12/2/2017",27.2,59.29,0,0,266.29,4.68
"775","13/2/2017",27.55,62.71,0,0,256.63,4.51
"776","14/2/2017",26.54,69.88,0,0,257.79,4.45
"777","15/2/2017",25.77,73.92,0,0,246.33,4.17
"778","16/2/2017",26.5,65.88,0,0,251,4.38
"779","17/2/2017",25.91,61,0,0,274.21,4.83
"780","18/2/2017",25.54,68.42,0,0,224.5,3.97
"781","19/2/2017",26.43,64,0,0,268.33,4.81
"782","20/2/2017",26.63,67.13,0,0,265.29,4.73
"783","21/2/2017",25.98,71.67,0,0,272.71,4.71
"784","22/2/2017",26.14,74.88,0,0,271.58,4.59
"785","23/2/2017",26.33,78.54,0,0,237.42,3.87
"786","24/2/2017",26.07,74.88,0,0,242.67,4.06
"787","25/2/2017",25.97,68.88,0,0,270.54,4.71
"788","26/2/2017",27.02,65.92,0,0,266.79,4.68
"789","27/2/2017",27.84,59.13,0,0,270.92,4.75
"790","28/2/2017",28.42,60.21,0,0,276.58,4.89
"791","1/3/2017",28.45,61,0,0,276.54,4.88
"792","2/3/2017",28.02,61.04,0,0,279.04,4.93
"793","3/3/2017",27.79,61.88,0,0,277.08,4.86
"794","4/3/2017",27.55,61.58,0,0,244.04,4.33
"795","5/3/2017",27.7,60.17,0,0,278.63,4.9
"796","6/3/2017",28.32,59.54,0,0,276,4.88
"797","7/3/2017",28.76,60.21,0,0.25,277.5,4.91
"798","8/3/2017",28.44,62.71,0,0.76,282.63,4.96
"799","9/3/2017",28.62,62.67,0,0,281.38,4.99
"800","10/3/2017",28.6,60,6.93,1.02,274.42,6.17
"801","11/3/2017",28.68,61.79,9.61,0,273.08,6.16
"802","12/3/2017",29.33,59.63,8.11,0,292.54,6.58
"803","13/3/2017",28.64,61.08,7.78,1.01,285.54,6.38
"804","14/3/2017",28.89,62.29,7.05,2.53,285,6.19
"805","15/3/2017",28.63,63,10.47,0,282.67,6.36
"806","16/3/2017",27.78,65.79,9.12,0,256.79,5.6
"807","17/3/2017",28.16,62.75,11.43,0,286.92,6.63
"808","18/3/2017",27.56,66.88,11.3,0,194.25,4.97
"809","19/3/2017",28.53,58.29,11.13,0,294.5,6.94
"810","20/3/2017",27.48,65.83,10.87,0.25,290.63,6.42
"811","21/3/2017",27.35,64.13,7.32,0,259.88,5.92
"812","22/3/2017",28.04,60.88,9.34,0,270.63,6.21
"813","23/3/2017",28.68,53.5,7.98,0,273.92,6.51
"814","24/3/2017",28.47,56.04,8.59,0,289.96,6.69
"815","25/3/2017",28.06,61.83,4.89,0,291.79,6.12
"816","26/3/2017",28.5,60.33,3.67,0,286.83,5.95
"817","27/3/2017",27.81,60.21,2.07,0,250.71,5.11
"818","28/3/2017",27.94,60.67,1.47,0,272.38,5.27
"819","29/3/2017",28.5,61,1.33,0,276.25,5.33
"820","30/3/2017",28.05,63.58,1.73,0,294.21,5.72
"821","31/3/2017",28.75,64.38,1.67,0,256.42,5.06
"822","1/4/2017",28.88,64,2.33,0,286.92,5.61
"823","2/4/2017",28.73,68.38,4.02,0,228.46,4.89
"824","3/4/2017",29.05,68.67,4.28,0.25,271.25,5.64
"825","4/4/2017",30.47,62.29,4.94,3.05,262.92,5.49
"826","5/4/2017",30.09,61.63,6.43,0.25,242.42,5.56
"827","6/4/2017",29.78,62.04,8.07,0,285.25,6.46
"828","7/4/2017",30.05,57.71,10.87,0,297.25,7.28
"829","8/4/2017",29.15,56.33,9.41,0,303.71,7.21
"830","9/4/2017",28.86,55.96,8.11,0,246.46,5.97
"831","10/4/2017",29.29,52.67,9.53,0.76,298.42,7.18
"832","11/4/2017",29.61,54.33,9.94,1.01,299.67,7.14
"833","12/4/2017",29.35,57.33,10.62,0,298.13,6.98
"834","13/4/2017",28.95,59.83,11.41,0,299.38,7.02
"835","14/4/2017",28.61,63,10.41,0,297.29,6.76
"836","15/4/2017",29.14,59.75,12.03,0,302.96,7.21
"837","16/4/2017",29.07,60.13,6.98,0,305.79,6.78
"838","17/4/2017",29.11,65.75,5.77,0,303.17,6.27
"839","18/4/2017",28.77,70.75,2.27,0,242.38,4.83
"840","19/4/2017",27.66,75.46,1.6,0,193.63,3.59
"841","20/4/2017",27.58,76.96,1.33,0,179.38,3.37
"842","21/4/2017",28.51,74.33,1.47,0,236.46,4.34
"843","22/4/2017",28.54,76.67,1.47,0,234,4.25
"844","23/4/2017",27.98,79.5,1.27,9.14,209,3.74
"845","24/4/2017",29.12,70.54,4.28,0.25,279.25,5.63
"846","25/4/2017",29.21,68.96,1.93,0,229.08,4.56
"847","26/4/2017",27.28,81.79,1.27,48.51,192.88,3.39
"848","27/4/2017",26.99,88.75,0.67,38.61,195.75,3.21
"849","28/4/2017",29.11,78.33,1.67,0.25,216.79,4.04
"850","29/4/2017",29.8,73.92,3.2,0,264.71,5.07
"851","30/4/2017",28.49,78.71,1.6,5.58,243.38,4.32
"852","1/5/2017",27.77,83.92,1.33,4.32,240.67,4.04
"853","2/5/2017",27.35,81.08,3.08,0.25,179.71,3.44
"854","3/5/2017",27.78,76.88,2.47,0,266.71,4.83
"855","4/5/2017",27.25,81.63,1.4,18.53,212.33,3.73
"856","5/5/2017",26.02,89.04,1.07,0.25,98.46,1.7
"857","6/5/2017",26.32,85.75,1.27,7.87,163.08,2.85
"858","7/5/2017",27.35,83.21,1.53,0,253.38,4.25
"859","8/5/2017",26.52,85.29,1.33,88.39,192.13,3.36
"860","9/5/2017",25.96,90.17,1,2.02,168.96,2.81
"861","10/5/2017",27.45,84.58,1.67,0.25,195.71,3.54
"862","11/5/2017",26.05,89.29,1.07,18.04,149.58,2.68
"863","12/5/2017",25.57,93.38,0.47,3.3,129.63,2.22
"864","13/5/2017",25.6,93.83,0.6,0.25,93.75,1.47
"865","14/5/2017",27.15,84.88,0.8,0.25,254,4.18
"866","15/5/2017",26.83,90.67,0.73,1.52,113.25,1.81
"867","16/5/2017",27.06,87.08,0.73,3.81,198.71,3.32
"868","17/5/2017",25.95,92.21,1,7.62,138.38,2.3
"869","18/5/2017",25.76,92,0.87,48.26,161.67,2.64
"870","19/5/2017",26.03,89.71,0.87,1.52,202.58,3.36
"871","20/5/2017",26.72,86.32,1.41,19.3,210.88,3.68
"872","21/5/2017",25.43,91.43,1.6,71.62,196.78,3.07
"873","22/5/2017",25.73,90.5,0.67,1.27,172.75,2.85
"874","23/5/2017",27.51,84.33,1.13,12.95,264.58,4.38
"875","24/5/2017",27.35,88.79,0.73,11.17,241.25,3.94
"876","25/5/2017",27.25,89,1.27,26.41,196.17,3.32
"877","26/5/2017",26.74,91.71,0.47,0,155.04,2.51
"878","27/5/2017",26.85,87.29,1.4,15.74,157,2.97
"879","28/5/2017",26.98,83.13,2.47,0.25,230.79,4.05
"880","29/5/2017",26.22,86.42,1.8,41.64,266.21,4.39
"881","30/5/2017",26.06,91,0.47,7.87,191.92,3.17
"882","31/5/2017",27.45,86.67,0.93,0.25,254.67,4.3
"883","1/6/2017",27.46,86,1.27,0.25,212.63,3.63
"884","2/6/2017",27.74,84.04,1.47,0,223.04,3.81
"885","3/6/2017",26.91,88.54,0.87,0,132.21,2.25
"886","4/6/2017",27.54,85.33,1.4,0.25,169.42,3.02
"887","5/6/2017",26.55,90.04,0.93,26.15,170.58,2.89
"888","6/6/2017",27.53,89.63,0.6,11.43,229.38,3.71
"889","7/6/2017",26.42,89.38,0.87,15.49,190.04,3.08
"890","8/6/2017",26.66,89.38,0.67,7.12,174.75,2.84
"891","9/6/2017",26.4,89.29,1.07,0.5,186.83,3.11
"892","10/6/2017",25.75,92.63,0.8,5.07,135,2.34
"893","11/6/2017",26.08,91.38,0.2,0,133.5,2.1
"894","12/6/2017",27.11,85.54,1.6,9.9,197.46,3.47
"895","13/6/2017",26.67,86.42,2.07,20.32,232.25,3.96
"896","14/6/2017",25.25,92,0.33,10.41,109.54,1.8
"897","15/6/2017",25.2,92.21,0.67,7.11,137.42,2.34
"898","16/6/2017",25.09,93.42,0.87,5.33,117.33,1.83
"899","17/6/2017",24.77,94.79,1.27,24.39,116,2.05
"900","18/6/2017",25.34,92.33,1.27,5.58,117.88,1.92
"901","19/6/2017",26.05,88.88,0.8,2.79,213.92,3.48
"902","20/6/2017",25.98,90.21,0.8,19.81,178.71,3.01
"903","21/6/2017",25.79,90.5,0.47,5.84,155.75,2.53
"904","22/6/2017",25.24,91.96,0.2,0.5,114.08,1.78
"905","23/6/2017",25.36,93.5,0.33,30.72,125.29,2.17
"906","24/6/2017",27.08,83.75,1.93,0,198.33,3.5
"907","25/6/2017",27.65,77.75,3.4,0,275.13,5.06
"908","26/6/2017",26.1,85.25,0.67,0,148.88,2.5
"909","27/6/2017",25.5,89.83,0.4,5.58,137.17,2.36
"910","28/6/2017",25.3,92.46,0.33,5.08,152.04,2.38
"911","29/6/2017",26.95,79.54,4.27,0.25,232.63,4.33
"912","30/6/2017",27.44,80.46,4.07,6.09,203.75,3.91
"913","1/7/2017",24.9,94.17,0.27,1.27,64.21,1.01
"914","2/7/2017",25.1,89.42,0.8,2.03,75.92,1.23
"915","3/7/2017",26.32,84.5,2.27,0.75,123.5,2.24
"916","4/7/2017",25.37,91.46,0.67,45.21,164.33,2.67
"917","5/7/2017",26.78,81.04,3,0.25,203.21,3.73
"918","6/7/2017",27.78,78.38,2.87,0.25,243.96,4.46
"919","7/7/2017",26.3,85.67,1.6,1.52,189.83,3.31
"920","8/7/2017",26.9,79.92,2.87,0.25,222.21,4.05
"921","9/7/2017",26.8,77.67,4.28,0,138.17,2.87
"922","10/7/2017",26.65,79.21,4.76,0,219.67,4.22
"923","11/7/2017",26.4,80.25,3.07,0,208.67,3.86
"924","12/7/2017",25.89,86,0.73,5.59,183.21,3.11
"925","13/7/2017",26.06,86.75,0.93,0.76,224.75,3.77
"926","14/7/2017",27.2,77.29,3.33,0.25,198.54,3.67
"927","15/7/2017",27.9,72.13,4.48,0,288.33,5.58
"928","16/7/2017",26.43,84.25,1.67,1.01,182.13,3.2
"929","17/7/2017",25.8,87.42,0.93,1.27,175.75,2.94
"930","18/7/2017",26.2,82.33,2.33,0.25,171.08,3.08
"931","19/7/2017",25.82,87.21,1.93,3.02,95.83,1.74
"932","20/7/2017",27.65,81.08,2.33,0,194.71,3.5
"933","21/7/2017",25.74,91,0.67,5.59,135.75,2.29
"934","22/7/2017",27.92,74.54,4.55,0,283.46,5.26
"935","23/7/2017",27,81.25,2.54,0,243.88,4.38
"936","24/7/2017",27.09,81.17,2.07,0,247.83,4.41
"937","25/7/2017",27.57,78.71,4.61,3.05,188.63,3.75
"938","26/7/2017",26.33,80.96,4.28,0.25,94.79,2.03
"939","27/7/2017",27.58,76.54,3.95,0,288,5.33
"940","28/7/2017",27.42,79.54,3.41,0,207.38,3.95
"941","29/7/2017",27.45,79.21,2.13,0,188.42,3.61
"942","30/7/2017",26.52,85.83,1.33,16.51,182.38,3.2
"943","31/7/2017",24.83,91.29,0.4,21.33,168.54,2.63
"944","1/8/2017",26.1,88.96,0.47,6.09,206.75,3.35
"945","2/8/2017",27.17,80.25,3.07,0.25,298.71,5.19
"946","3/8/2017",27.53,78.42,3.4,0,256.58,4.61
"947","4/8/2017",27.38,82.25,1.4,0,196.96,3.62
"948","5/8/2017",26.12,88.13,0.8,11.41,184.67,3.11
"949","6/8/2017",26,89.08,0.53,0.75,220.25,3.51
"950","7/8/2017",26.83,89,0.13,0,176.83,2.97
"951","8/8/2017",28.22,81,1.07,0,243.67,4.21
"952","9/8/2017",26.15,90.25,0.53,5.07,132.46,2.21
"953","10/8/2017",25.11,93.08,0.33,14.99,132.21,2.12
"954","11/8/2017",26.2,82.13,2.07,0.5,189,3.51
"955","12/8/2017",26.83,80.21,1.13,0,246.75,4.24
"956","13/8/2017",24.66,91.92,0,8.38,111.67,1.79
"957","14/8/2017",27.22,82.29,2.27,0.25,283.75,4.84
"958","15/8/2017",27.64,79.13,3.14,1.52,239.5,4.38
"959","16/8/2017",27.18,80.71,2.67,0,177.46,3.44
"960","17/8/2017",27.21,75.46,4.47,0.51,143.88,3.03
"961","18/8/2017",27.7,77.29,4.41,0,236,4.5
"962","19/8/2017",27.33,81.75,2.07,0.51,225.17,4.11
"963","20/8/2017",26.35,85.08,1.6,5.58,216.96,3.69
"964","21/8/2017",26.23,86.67,0.6,1.52,181.13,3.05
"965","22/8/2017",26.44,86.71,0,0.25,204.08,3.32
"966","23/8/2017",25.84,88.83,0.07,25.65,200.17,3.21
"967","24/8/2017",25.04,88.75,0.13,18.54,152.29,2.49
"968","25/8/2017",26.08,86.92,0,0.25,212.79,3.41
"969","26/8/2017",27.6,78.79,2.4,0,271.25,4.73
"970","27/8/2017",27.72,74.08,4,0,261.5,5
"971","28/8/2017",26.13,83.54,0.93,0,241.83,4
"972","29/8/2017",25.15,91.21,0.27,27.42,160.96,2.47
"973","30/8/2017",25.12,91.42,0.27,36.06,187.63,2.99
"974","31/8/2017",25.35,88.38,0,13.45,194.42,3.24
"975","1/9/2017",26.58,87.5,0.47,3.3,248.29,4.06
"976","2/9/2017",27.45,84.63,1.67,6.1,236.67,4.07
"977","3/9/2017",25.58,91.17,0.67,13.45,108.29,1.78
"978","4/9/2017",26.57,87.17,1,0.76,210.29,3.48
"979","5/9/2017",25.46,89.54,1.13,17.01,180.96,3.09
"980","6/9/2017",25.35,88.25,0.87,19.3,193.08,3.23
"981","7/9/2017",26.2,86.17,0.73,82.55,257.33,4.16
"982","8/9/2017",25.82,89.42,0.47,3.29,241.25,3.89
"983","9/9/2017",25.33,88.88,1.13,41.91,212,3.41
"984","10/9/2017",25.2,89.33,0.87,18.79,179.83,2.9
"985","11/9/2017",23.87,93.96,0.47,72.13,86.79,1.35
"986","12/9/2017",26.31,86.71,0.67,0.25,275.42,4.37
"987","13/9/2017",27.4,88.25,0.67,6.34,216.46,3.58
"988","14/9/2017",25.99,91.75,0.47,17,142.67,2.43
"989","15/9/2017",26.31,88.5,0.87,22.6,198.21,3.34
"990","16/9/2017",26.73,86.17,1.13,1.78,191.46,3.31
"991","17/9/2017",25.82,89.5,0.67,20.84,180.42,2.98
"992","18/9/2017",25.34,90.71,0.67,45.98,155.96,2.63
"993","19/9/2017",25.45,89.96,0.67,4.57,168.79,2.77
"994","20/9/2017",25.61,89.5,0.67,16.51,219.33,3.49
"995","21/9/2017",25.73,89.13,0.67,47.25,220.04,3.55
"996","22/9/2017",25.76,89.92,0.6,7.09,179.46,3.02
"997","23/9/2017",25.59,90.08,1.07,1.75,180.63,2.96
"998","24/9/2017",25.07,92.5,1,1.25,92.75,1.44
"999","25/9/2017",25.35,91.08,0.47,0.75,153.08,2.54
"1000","26/9/2017",25.29,89.71,0.47,0.5,148.96,2.45
"1001","27/9/2017",25.6,90.17,0.47,1.25,165,2.71
"1002","28/9/2017",26.34,88.75,0.53,0.5,205.92,3.29
"1003","29/9/2017",25.25,91.83,0.4,6.08,127.88,2.05
"1004","30/9/2017",25.72,91,0.6,2,160.92,2.59
"1005","1/10/2017",24.84,92,0.6,1.5,131.71,2.27
"1006","2/10/2017",24.37,92.58,0.6,1.75,119,1.84
"1007","3/10/2017",24.72,93.08,0.27,4.26,111.04,1.73
"1008","4/10/2017",23.8,95.5,0.53,246.88,57.79,0.91
"1009","5/10/2017",22.48,96.46,0.93,110.51,28.5,0.42
"1010","6/10/2017",23.19,94,0.73,40.87,106.75,1.87
"1011","7/10/2017",25.95,87.92,0.73,0.25,257.75,4.09
"1012","8/10/2017",26.2,88.92,0.67,0,170,2.82
"1013","9/10/2017",26.64,87.38,0.47,1.01,181.17,3.16
"1014","10/10/2017",25.8,88.17,0.47,1.27,191.88,3.18
"1015","11/10/2017",25.73,87.88,0.47,0.25,171.04,2.85
"1016","12/10/2017",26.64,88.21,0.47,2.03,228.04,3.66
"1017","13/10/2017",26.78,82.71,2.4,0.25,224.17,3.99
"1018","14/10/2017",27.05,83,1.73,0,181.38,3.39
"1019","15/10/2017",27.59,79.92,2.33,0,183.33,3.37
"1020","16/10/2017",28.47,76.04,4.4,0,227.63,4.47
"1021","17/10/2017",27.84,77.04,4.55,0,217.54,4.3
"1022","18/10/2017",26.19,82.25,1.53,0,149.13,2.68
"1023","19/10/2017",26.05,84.46,1.6,0,160.04,2.74
"1024","20/10/2017",27.04,83.71,1.73,0,244.21,4.19
"1025","21/10/2017",25.95,89.67,0.53,21.85,173.79,2.75
"1026","22/10/2017",25.64,90.67,0.4,10.41,156.54,2.57
"1027","23/10/2017",26.02,90.38,0.33,26.92,159.71,2.55
"1028","24/10/2017",25.55,90.83,0.6,10.67,118.67,2.02
"1029","25/10/2017",24.33,92.63,2.27,5.83,89.54,1.46
"1030","26/10/2017",23.13,93.13,0.8,23.59,74.38,1.16
"1031","27/10/2017",23,94.42,0.2,21.05,48.54,0.75
"1032","28/10/2017",25.22,87.33,0.8,0,186.33,3.18
"1033","29/10/2017",25.62,88.5,0.47,0.76,210.33,3.29
"1034","30/10/2017",26.18,82.38,1.53,1.01,238.88,3.99
"1035","31/10/2017",26.11,85.88,0.53,0.25,172.17,3.01
"1036","1/11/2017",26.53,81.79,1.6,0,186.71,3.35
"1037","2/11/2017",26.32,82.29,2.6,0.25,136.75,2.58
"1038","3/11/2017",26.02,88.21,0.93,3.04,105.38,2.03
"1039","4/11/2017",25.15,89.58,0.6,6.85,124.71,2.04
"1040","5/11/2017",26.11,83,0.73,0.25,244.92,4.04
"1041","6/11/2017",26.33,83.42,1.67,0.25,218.71,3.72
"1042","7/11/2017",26.36,81.25,3.27,0.25,187.79,3.45
"1043","8/11/2017",27.13,74.42,4.28,0,248.67,4.82
"1044","9/11/2017",25.71,80.13,0.87,0,214.88,3.65
"1045","10/11/2017",25.77,80.58,0.53,0,216.92,3.67
"1046","11/11/2017",26.41,81.54,1.2,0,233.79,3.87
"1047","12/11/2017",25.39,89.75,0.73,0.25,128.71,2.1
"1048","13/11/2017",26.54,87.13,0.47,0.76,157.04,2.51
"1049","14/11/2017",25.73,89.42,0.27,1.01,114.75,1.83
"1050","15/11/2017",23.84,93.46,0.07,28.7,47.83,0.67
"1051","16/11/2017",25.55,87.38,0.33,0.25,220.5,3.58
"1052","17/11/2017",25.98,78.21,1.6,0,235.04,4.12
"1053","18/11/2017",24.78,78.29,0.93,0,243.25,4.09
"1054","19/11/2017",24.93,79,1.07,0,239.67,3.99
"1055","20/11/2017",25.76,79.08,1.4,0,217.88,3.75
"1056","21/11/2017",25.78,83.46,0.2,1.01,154.79,2.68
"1057","22/11/2017",25.48,88.38,0,0.25,138.13,2.29
"1058","23/11/2017",25.87,82.5,1.53,0.25,156.75,2.84
"1059","24/11/2017",25.94,75.54,3.74,0,231.46,4.43
"1060","25/11/2017",26.42,73.21,3.6,0,154.58,3.23
"1061","26/11/2017",26.58,78.08,2.67,0,193.17,3.47
"1062","27/11/2017",26.52,74.79,3.74,0,228.92,4.32
"1063","28/11/2017",25.51,78.33,2.13,0,187.5,3.55
"1064","29/11/2017",26.33,78.33,4.89,0,164.75,3.38
"1065","30/11/2017",27.07,73.33,6.71,0,222.17,4.54
"1066","1/12/2017",26.14,75.38,5.23,0,230.33,4.56
"1067","2/12/2017",26.9,72.83,6.15,0,181.54,3.81
"1068","3/12/2017",27.03,69.88,6.77,0,226.54,4.76
"1069","4/12/2017",27.29,71.75,6.83,0,229.79,4.78
"1070","5/12/2017",27,76.17,7.04,0.5,214.96,4.27
"1071","6/12/2017",26.48,81.04,2.33,0,197.67,3.61
"1072","7/12/2017",25.9,83.92,0.87,41.4,179.25,3.06
"1073","8/12/2017",25.57,88.33,0.4,0.76,154.42,2.6
"1074","9/12/2017",26.19,84.88,0.67,0,147.96,2.62
"1075","10/12/2017",25.99,66.88,3.54,0,211.25,4.3
"1076","11/12/2017",23.77,75.17,0.8,0,111.21,2.33
"1077","12/12/2017",24.25,74.29,1.33,0,198.17,3.52
"1078","13/12/2017",24.58,69.13,8.86,0,203.42,4.33
"1079","14/12/2017",24.69,73.54,4.89,0,216.33,4.28
"1080","15/12/2017",25.85,73.13,5.07,0,219.96,4.21
"1081","16/12/2017",27.3,70.92,6.71,0,222.5,4.67
"1082","17/12/2017",27.67,68.92,7.63,0,193.21,4.15
"1083","18/12/2017",27.31,71.58,5.15,0.25,231.83,4.7
"1084","19/12/2017",27.11,70,4.69,0,234.75,4.84
"1085","20/12/2017",26.9,75.13,5.48,0,208.67,4.12
"1086","21/12/2017",27.07,70.75,9.33,0,230.54,5.05
"1087","22/12/2017",26.28,72.5,4.96,0,221.63,4.31
"1088","23/12/2017",27.56,68.63,8.78,0,225.67,4.91
"1089","24/12/2017",26.91,70.88,6.94,0,172.04,3.88
"1090","25/12/2017",27.35,67.92,8.86,0,228.88,4.99
"1091","26/12/2017",26.55,70.21,7.76,0,214.08,4.59
"1092","27/12/2017",26.49,70.08,9.13,0,233.13,4.83
